Dataset,"BIS Selected property prices"
Retrieved on,Thu Feb 16 15:37:05 GMT 2017
Subject,"BIS property prices: selected series"
"Frequency","Quarterly"
"Unit Multiplier","Units"
"Frequency","Reference area","Value","Unit of measure","Time Period","1966-Q1","1966-Q2","1966-Q3","1966-Q4","1967-Q1","1967-Q2","1967-Q3","1967-Q4","1968-Q1","1968-Q2","1968-Q3","1968-Q4","1969-Q1","1969-Q2","1969-Q3","1969-Q4","1970-Q1","1970-Q2","1970-Q3","1970-Q4","1971-Q1","1971-Q2","1971-Q3","1971-Q4","1972-Q1","1972-Q2","1972-Q3","1972-Q4","1973-Q1","1973-Q2","1973-Q3","1973-Q4","1974-Q1","1974-Q2","1974-Q3","1974-Q4","1975-Q1","1975-Q2","1975-Q3","1975-Q4","1976-Q1","1976-Q2","1976-Q3","1976-Q4","1977-Q1","1977-Q2","1977-Q3","1977-Q4","1978-Q1","1978-Q2","1978-Q3","1978-Q4","1979-Q1","1979-Q2","1979-Q3","1979-Q4","1980-Q1","1980-Q2","1980-Q3","1980-Q4","1981-Q1","1981-Q2","1981-Q3","1981-Q4","1982-Q1","1982-Q2","1982-Q3","1982-Q4","1983-Q1","1983-Q2","1983-Q3","1983-Q4","1984-Q1","1984-Q2","1984-Q3","1984-Q4","1985-Q1","1985-Q2","1985-Q3","1985-Q4","1986-Q1","1986-Q2","1986-Q3","1986-Q4","1987-Q1","1987-Q2","1987-Q3","1987-Q4","1988-Q1","1988-Q2","1988-Q3","1988-Q4","1989-Q1","1989-Q2","1989-Q3","1989-Q4","1990-Q1","1990-Q2","1990-Q3","1990-Q4","1991-Q1","1991-Q2","1991-Q3","1991-Q4","1992-Q1","1992-Q2","1992-Q3","1992-Q4","1993-Q1","1993-Q2","1993-Q3","1993-Q4","1994-Q1","1994-Q2","1994-Q3","1994-Q4","1995-Q1","1995-Q2","1995-Q3","1995-Q4","1996-Q1","1996-Q2","1996-Q3","1996-Q4","1997-Q1","1997-Q2","1997-Q3","1997-Q4","1998-Q1","1998-Q2","1998-Q3","1998-Q4","1999-Q1","1999-Q2","1999-Q3","1999-Q4","2000-Q1","2000-Q2","2000-Q3","2000-Q4","2001-Q1","2001-Q2","2001-Q3","2001-Q4","2002-Q1","2002-Q2","2002-Q3","2002-Q4","2003-Q1","2003-Q2","2003-Q3","2003-Q4","2004-Q1","2004-Q2","2004-Q3","2004-Q4","2005-Q1","2005-Q2","2005-Q3","2005-Q4","2006-Q1","2006-Q2","2006-Q3","2006-Q4","2007-Q1","2007-Q2","2007-Q3","2007-Q4","2008-Q1","2008-Q2","2008-Q3","2008-Q4","2009-Q1","2009-Q2","2009-Q3","2009-Q4","2010-Q1","2010-Q2","2010-Q3","2010-Q4","2011-Q1","2011-Q2","2011-Q3","2011-Q4","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4"
"Q:Quarterly","BG:Bulgaria","R:Real","771:Year-on-year changes, in per cent","Q:BG:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.53","3.6","6.87","10.69","16.49","21.38","17.48","19.7","16.15","15.01","13.01","2.25","-12.54","-24.03","-27.56","-25.77","-18.78","-11.35","-9.01","-8.92","-9.43","-10.18","-9.11","-8.65","-5.63","-3.15","-4.75","-5.29","-5.64","-4.31","-2.5","0.31","3.14","2.38","2.58","3.44","2.77","2.25","2.11","4.46","5.28","8.56","9.17",""
"Q:Quarterly","BR:Brazil","N:Nominal","628:Index, 2010 = 100","Q:BR:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.57","28.63","28.68","28.74","28.86","29.03","29.37","29.88","30.66","31.68","32.91","34.11","35.25","36.25","37.14","37.94","38.71","39.48","40.28","41.23","42.34","43.65","45.14","46.85","48.77","50.91","53.31","55.97","58.94","62.14","65.57","69.25","73.22","77.54","82.22","87.22","92.34","97.48","102.59","107.59","112.51","117.22","121.53","125.39","128.82","132.16","135.5","138.88","142.25","145.5","148.48","151.07","153.1","154.42","154.85","154.27","152.56","149.7","145.88","141.25","136.02","130.31","124.19",""
"Q:Quarterly","BR:Brazil","N:Nominal","771:Year-on-year changes, in per cent","Q:BR:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1.4","2.39","3.98","6.24","9.15","12.06","14.15","15","14.43","12.85","11.22","9.81","8.9","8.46","8.66","9.37","10.56","12.06","13.65","15.18","16.62","18.1","19.45","20.86","22.05","22.99","23.74","24.24","24.78","25.4","25.95","26.1","25.72","24.77","23.35","21.84","20.25","18.46","16.54","14.5","12.75","11.5","10.75","10.42","10.1","9.57","8.78","7.63","6.13","4.29","2.12","-0.35","-3.05","-5.79","-8.44","-10.84","-12.96","-14.86",""
"Q:Quarterly","BR:Brazil","R:Real","628:Index, 2010 = 100","Q:BR:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.33","51.69","50.58","49.71","49.11","48.62","48.12","46.72","45.12","45.41","46.8","47.87","48.6","49.26","49.41","49.65","49.67","49.77","50.46","50.86","51.49","52.76","54.45","56.04","57.59","59.57","61.82","64.21","66.51","68.87","71.55","74.79","78.12","81.71","85.95","90.37","93.94","97.74","102.53","105.58","107.88","110.26","113.36","115.32","116.78","118.39","120.1","120.94","121.25","122.32","124.06","124.3","123.35","122.01","121.39","119.17","114.17","109","104.41","98.86","92.41","86.93","81.76",""
"Q:Quarterly","BR:Brazil","R:Real","771:Year-on-year changes, in per cent","Q:BR:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6.16","-5.94","-4.87","-6.03","-8.12","-6.59","-2.74","2.47","7.73","8.47","5.56","3.72","2.2","1.03","2.12","2.42","3.66","6.01","7.92","10.19","11.84","12.91","13.54","14.58","15.5","15.62","15.74","16.48","17.45","18.64","20.12","20.83","20.25","19.61","19.29","16.83","14.84","12.82","10.57","9.22","8.26","7.38","5.94","4.87","3.83","3.31","3.3","2.78","1.72","-0.25","-2.15","-4.13","-7.44","-10.66","-13.99","-17.04","-19.05","-20.25","-21.7",""
"Q:Quarterly","CA:Canada","N:Nominal","628:Index, 2010 = 100","Q:CA:N:628","","","","","","","","","","","","","","","","","6.38","6.38","6.44","6.62","6.67","6.75","6.72","7.07","7.22","7.22","7.33","7.67","8.06","8.48","9.12","9.98","11.03","11.53","11.42","11.45","12.05","12.45","12.84","13.37","13.95","14.1","14.13","14.66","14.79","14.84","14.79","15.21","15.16","15.6","15.57","16.31","16.86","17.23","17.15","17.91","18.17","18.91","19.69","20.93","21.73","21.9","22.46","22.78","21.85","20.93","20.54","20.98","22.42","22.4","22.12","22.2","22.17","22.3","21.89","22.16","22.63","23.15","23.27","24.25","25.67","26.96","27.42","29.31","31.78","31.4","31.4","33.12","36.19","36.96","37.33","40.36","44.41","40.58","41.54","43.92","43.13","40.25","40.46","40.79","42.76","44.27","41.78","42.29","42.99","43.32","43.43","44.37","44.75","44.75","43.76","44.3","46.29","45.91","45.18","45.72","44.49","43.36","43.77","43.84","43.31","44.24","43.63","43.88","44.4","45.52","44.73","44.67","44.25","44.63","43.75","44.37","44.59","46.34","45.94","46.6","46.83","47.74","47.64","48.14","48.01","50.07","50.21","50.87","53.1","55.19","54.73","56.46","57.68","59.58","60.84","62.63","63.69","66.63","65.07","67.56","69.3","71.72","73.3","74.62","77.52","81.73","84.56","85.38","87.45","91.25","93.67","94.36","95.88","97.19","95.81","92.77","89.59","90.98","93.67","96.29","99.4","101.05","99.95","99.6","101.47","104.02","104.71","104.57","105.88","108.44","108.23","107.47","107.96","110.51","111.06","111.61","113.34","116.1","117.07","117.55","119.07","122.17","124.18","125.76","129.21","137.01","142.19",""
"Q:Quarterly","CA:Canada","N:Nominal","771:Year-on-year changes, in per cent","Q:CA:N:771","","","","","","","","","","","","","","","","","","","","","4.54","5.77","4.5","6.76","8.22","6.95","8.94","8.5","11.66","17.5","24.43","30.15","36.83","35.88","25.31","14.73","9.26","7.99","12.44","16.78","15.68","13.28","10.01","9.61","6.04","5.23","4.66","3.77","2.49","5.11","5.31","7.24","11.26","10.46","10.14","9.82","7.78","9.75","14.78","16.88","19.58","15.8","14.06","8.8","0.54","-4.41","-8.54","-7.88","2.59","7.02","7.69","5.79","-1.08","-0.45","-1.03","-0.16","2.04","3.82","6.29","9.44","13.44","16.45","17.85","20.85","23.82","16.47","14.51","12.99","13.86","17.7","18.87","21.87","22.74","9.82","11.29","8.81","-2.88","-0.83","-2.6","-7.13","-0.87","10.01","3.26","3.68","0.54","-2.15","3.94","4.92","4.09","3.29","0.77","-0.15","3.45","2.59","3.25","3.21","-3.89","-5.55","-3.12","-4.11","-2.64","2.04","-0.32","0.09","2.51","2.89","2.5","1.79","-0.34","-1.95","-2.19","-0.67","0.77","3.82","5","5.03","5.02","3.03","3.71","3.3","2.52","4.88","5.4","5.67","10.61","10.22","8.99","10.99","8.62","7.95","11.17","10.92","10.42","11.84","6.94","7.88","8.81","7.63","12.66","10.44","11.85","13.96","15.35","14.43","12.82","11.66","10.78","10.51","9.63","6.51","2.28","-1.68","-6.55","-6.39","-2.23","3.79","10.94","11.08","6.71","3.44","2.08","2.94","4.77","4.99","4.35","4.25","3.36","2.77","1.96","1.91","2.61","3.85","4.99","5.06","5.41","5.32","5.05","5.23","6.07","6.99","8.52","12.15","14.51",""
"Q:Quarterly","CA:Canada","R:Real","628:Index, 2010 = 100","Q:CA:R:628","","","","","","","","","","","","","","","","","36.8","36.62","36.62","37.85","37.97","37.92","37.12","38.76","39.11","38.75","38.49","39.99","41.31","42.53","44.36","47.7","51.53","52.04","50.08","48.78","50.44","50.87","50.82","51.85","53.31","53.16","52.46","53.68","53.05","51.9","50.65","51.05","49.86","50.14","48.84","50.3","50.92","50.63","49.45","50.47","50.12","50.75","51.37","53.15","53.36","52.23","51.99","51.47","48.17","44.76","43","43.25","45.88","45.25","43.96","43.72","43.16","43.05","41.91","42.11","42.5","42.98","42.79","44.25","46.23","48.16","48.41","51.23","55.03","53.6","53.03","55.55","60.18","60.68","60.63","65.05","70.7","63.5","64.08","67.27","65.13","60.2","59.93","59.53","60.65","62.35","58.49","59.29","60.03","60.19","60.07","61.1","61.19","61.07","59.49","59.92","62.96","62.65","61.33","61.87","59.6","57.62","58.07","58.14","57.19","57.96","57.08","57.06","57.42","58.69","57.52","57.49","56.64","56.98","55.79","56.48","56.64","58.22","57.32","57.95","57.94","58.55","57.88","58.08","57.81","59.29","59.39","60.73","62.96","64.47","63.25","64.94","65.45","67.72","68.89","70.79","71.62","74.1","72.22","74.66","76.31","78.26","79.3","80.66","83.39","86.95","89.91","91.07","92.4","95","97.52","98.27","99.52","98.86","96.44","94.8","91.86","92.48","95.11","97.63","100.29","101.31","99.66","98.76","99.78","100.9","101.37","100.96","101.75","103.55","103.52","102.79","102.81","104.72","105.02","105.77","106.45","107.63","108.44","109.29","110.64","112.25","113.67","115.39","118.25","123.96","128.58",""
"Q:Quarterly","CA:Canada","R:Real","771:Year-on-year changes, in per cent","Q:CA:R:771","","","","","","","","","","","","","","","","","","","","","3.17","3.56","1.36","2.4","3.02","2.19","3.69","3.16","5.61","9.74","15.25","19.29","24.76","22.37","12.89","2.27","-2.12","-2.24","1.49","6.28","5.68","4.49","3.23","3.52","-0.49","-2.36","-3.45","-4.9","-6","-3.4","-3.58","-1.47","2.12","0.99","1.24","0.34","-1.58","0.23","3.9","5.32","6.47","2.91","1.21","-3.16","-9.73","-14.29","-17.31","-15.98","-4.74","1.08","2.24","1.08","-5.93","-4.85","-4.66","-3.69","-1.53","-0.16","2.1","5.1","8.76","12.04","13.15","15.78","19.04","11.29","9.53","8.43","9.36","13.22","14.34","17.09","17.49","4.65","5.69","3.42","-7.88","-5.2","-6.48","-11.52","-6.87","3.58","-2.4","-0.4","-1.02","-3.47","2.7","3.06","1.93","1.48","-0.96","-1.93","2.89","2.59","3.09","3.25","-5.33","-8.03","-5.32","-6.04","-4.04","0.59","-1.7","-1.85","0.39","1.25","0.77","0.74","-1.36","-2.91","-3.01","-1.75","0","2.18","2.75","2.6","2.3","0.57","0.97","0.24","-0.24","1.25","2.61","4.55","8.92","8.75","6.5","6.94","3.96","5.03","8.9","9.01","9.42","9.42","4.84","5.46","6.55","5.61","9.8","8.05","9.27","11.11","13.38","12.89","10.81","9.26","8.46","7.91","7.71","4.06","-1.1","-3.52","-7.7","-6.45","-1.38","2.98","9.18","9.55","4.79","1.15","-0.5","-0.41","1.72","2.23","1.97","2.62","2.12","1.82","1.04","1.14","1.45","2.9","3.55","2.77","3.26","3.33","3.94","4.29","4.82","5.58","6.87","10.43","13.12",""
"Q:Quarterly","CH:Switzerland","N:Nominal","628:Index, 2010 = 100","Q:CH:N:628","","","","","","","","","","","","","","","","","25.44","25.3","26.12","26.17","27.99","27.91","29.16","29.71","30.93","32.87","34.39","36.13","38.83","38.52","39.32","38.76","38.59","38.68","38.96","38.68","37.23","36.76","36.39","36.23","35.42","35.61","35.22","36.3","36.28","36.62","37.4","37.28","36.88","37.8","38.46","39.63","40.14","40.15","41.75","43.01","44.77","44.04","45.01","45.86","47.77","49.13","49.51","50.32","51.59","51.13","51.49","52.26","52.43","53.24","54.66","55.42","56.25","57.49","57.5","57.9","59.84","59.49","60.49","61.15","63.41","62.69","64.06","64.55","66.4","67.83","69.16","70.74","73.45","75.58","78.66","82.23","84.58","85.55","86.73","88.7","88.95","88.97","88.22","86.51","86.11","86.72","88.74","86.54","85.47","84.4","82.16","81.17","80.04","80.27","78.55","78.68","79.95","79.67","79.28","78.06","77.61","77.17","76.38","75","73.9","73.63","73.47","71.38","70.93","70.12","70.22","69.47","69.67","69.27","69.55","69.18","69.58","69.33","69.25","69.46","69.24","69.98","70.95","70.77","71.39","71.98","72.86","73.29","75.17","76.03","77.4","78.58","79.51","80.16","81","80.58","81.24","82.24","82.88","82.72","82.9","83.18","84.14","84.25","84.87","84.96","85.37","85.79","86.93","86.82","87.19","87.82","88.38","89.85","90.79","91.46","93.18","94.65","95.84","97.45","98.35","99.29","100.31","102.05","102.99","103.82","104.29","106.77","108.64","107.53","109.44","110.81","112.15","113.09","113.91","114.74","114.61","115.42","115.87","115.99","117.08","117.63","117.7","118.26","118.42","118.48","119.32","119.83"
"Q:Quarterly","CH:Switzerland","N:Nominal","771:Year-on-year changes, in per cent","Q:CH:N:771","","","","","","","","","","","","","","","","","","","","","10","10.33","11.64","13.52","10.52","17.74","17.94","21.61","25.54","17.2","14.33","7.29","-0.62","0.42","-0.93","-0.23","-3.53","-4.96","-6.58","-6.33","-4.87","-3.14","-3.23","0.18","2.43","2.85","6.19","2.71","1.66","3.23","2.82","6.3","8.84","6.22","8.57","8.53","11.55","9.69","7.8","6.62","6.69","11.56","9.98","9.73","8.01","4.07","4.02","3.85","1.63","4.13","6.15","6.05","7.28","7.99","5.19","4.46","6.38","3.47","5.2","5.61","5.97","5.39","5.91","5.57","4.71","8.21","7.95","9.58","10.62","11.42","13.73","16.25","15.15","13.19","10.26","7.87","5.17","3.99","1.72","-2.47","-3.2","-2.53","0.58","0.03","-0.74","-2.67","-7.41","-6.21","-6.36","-4.9","-4.4","-3.06","-0.11","-0.74","0.94","-0.79","-2.92","-3.15","-3.66","-3.93","-4.78","-4.59","-3.81","-4.83","-4.02","-4.77","-4.42","-2.68","-1.77","-1.2","-0.96","-0.41","-0.13","0.09","-0.43","0.41","-0.48","0.93","2.45","1.88","3.09","2.85","2.69","3.56","5.3","5.63","6.24","7.23","5.78","5.43","4.65","2.55","2.18","2.6","2.32","2.66","2.04","1.15","1.53","1.84","2.38","2.14","1.46","1.84","2.42","2.18","2.13","2.36","1.67","3.49","4.13","4.14","5.43","5.34","5.57","6.55","5.54","4.91","4.67","4.72","4.72","4.56","3.97","4.63","5.49","3.58","4.93","3.78","3.23","5.17","4.08","3.54","2.19","2.07","1.72","1.1","2.15","1.91","1.58","1.96","1.14","0.72","1.37","1.32"
"Q:Quarterly","CH:Switzerland","R:Real","628:Index, 2010 = 100","Q:CH:R:628","","","","","","","","","","","","","","","","","77.63","76.55","77.99","76.54","80.38","79.07","81.63","81.52","83.35","87.45","90.31","92.66","97.14","94.73","95.37","89.76","87.45","86.95","85.46","82.33","78.11","76.19","74.96","74.16","72.16","72.69","71.61","73.51","73.19","73.73","74.93","74.52","73.56","75.07","76.27","78.75","78.59","77.31","79.34","81.3","84","81.62","82.41","83.28","84.7","85.93","84.58","85.42","86.82","84.44","83.34","83.86","84.22","84.94","86.92","87.38","87.75","89.09","88.94","88.62","89.91","88.98","90.64","90.77","93.89","93","95.42","95.73","97.45","99.51","101.22","102.86","105.97","108.63","113","117.43","119.33","119.54","120.84","121.37","119.56","118.5","116.14","111.79","109.33","108.7","110.13","106.23","103.58","101.37","98.42","96.34","93.71","93.14","90.92","90.94","92.01","91.86","91.26","89.8","88.12","87.3","86.2","84.63","83.02","82.64","82.42","79.92","79.11","78.29","78.41","77.5","77.7","77.31","77.58","77.25","77.38","76.93","76.51","76.49","75.83","76.42","77.24","76.71","77.38","77.43","78.52","79.12","81.03","81.23","83.16","83.98","84.83","85.18","86.64","85.68","86.62","86.64","87.85","86.75","87.21","86.72","88.15","87.39","88.2","87.41","88.35","88.59","90.26","88.85","89.67","89.18","89.55","89.55","90.67","91.43","94.43","95.05","96.65","97.6","98.56","98.74","100.83","101.88","102.6","102.83","104.43","107.08","109.19","107.6","110.16","111.51","113.14","113.64","114.7","115.5","115.65","115.87","116.67","116.92","119.01","119.41","120.17","120.85","121.57","120.75","122.03","122.68"
"Q:Quarterly","CH:Switzerland","R:Real","771:Year-on-year changes, in per cent","Q:CH:R:771","","","","","","","","","","","","","","","","","","","","","3.54","3.29","4.67","6.51","3.69","10.59","10.64","13.67","16.55","8.32","5.6","-3.14","-9.98","-8.21","-10.39","-8.28","-10.68","-12.37","-12.28","-9.92","-7.62","-4.6","-4.47","-0.88","1.43","1.44","4.64","1.37","0.51","1.81","1.78","5.68","6.85","2.98","4.03","3.24","6.88","5.58","3.88","2.43","0.83","5.27","2.63","2.57","2.51","-1.73","-1.47","-1.83","-3","0.59","4.3","4.2","4.19","4.89","2.32","1.42","2.46","-0.13","1.92","2.43","4.42","4.52","5.27","5.47","3.79","7","6.08","7.45","8.74","9.16","11.64","14.17","12.6","10.04","6.93","3.36","0.2","-0.87","-3.89","-7.89","-8.56","-8.26","-5.17","-4.98","-5.26","-6.75","-10.64","-9.31","-9.53","-8.12","-7.62","-5.61","-1.82","-1.38","0.38","-1.25","-4.23","-4.96","-5.55","-5.76","-5.79","-5.34","-4.39","-5.57","-4.71","-5.27","-4.87","-3.02","-1.78","-1.26","-1.05","-0.33","-0.41","-0.49","-1.38","-0.98","-2.01","-0.66","0.95","0.3","2.06","1.33","1.65","3.13","4.71","4.9","5.92","6.15","4.69","4.86","4.19","2.02","2.12","1.72","1.39","1.26","0.68","0.09","0.34","0.73","1.13","0.8","0.23","1.37","2.33","1.65","1.49","0.67","-0.78","0.79","1.12","2.52","5.45","6.14","6.6","6.74","4.37","3.88","4.32","4.39","4.1","4.14","3.57","5.1","6.42","4.64","5.49","4.14","3.62","5.62","4.12","3.58","2.22","1.96","1.72","1.23","2.91","3.06","2.99","3.36","2.15","1.12","1.55","1.51"
"Q:Quarterly","CL:Chile","N:Nominal","628:Index, 2010 = 100","Q:CL:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.09","76.7","77.96","77.96","77.42","76.97","79.22","80.13","80.4","80.76","82.92","85.8","84","84.72","86.26","86.98","83.91","84","86.35","85.89","90.4","91.03","91.75","91.03","89.77","91.75","89.5","89.59","85.62","90.76","96.08","99.32","94.55","100.41","101.67","103.38","101.49","105.18","106.26","108.79","105.84","109.56","112.54","116.77","116.14","118.18","122.18","125.99","123.33","124.5","129.51","135.54","133.79","135.74","142.26","142.41","141.73","140.72","",""
